Timestamp;AH3;LSParking
6/06/2018 8:00;15,71563;54,30576
6/06/2018 8:15;28,50696;71,15186
6/06/2018 8:30;34,0641;69,51494
6/06/2018 8:45;34,75378;71,48357
6/06/2018 9:00;53,35028;114,4487
6/06/2018 9:15;59,17277;111,966
6/06/2018 9:30;39,09854;112,2363
6/06/2018 9:45;44,87478;191,1472
6/06/2018 10:00;43,60744;192,7822
6/06/2018 10:15;54,42685;179,8022
6/06/2018 10:30;70,67944;207,2112
6/06/2018 10:45;88,41586;242,3435
6/06/2018 11:00;113,171;342,0273
6/06/2018 11:15;114,6147;414,3035
6/06/2018 11:30;133,6999;343,8474
6/06/2018 11:45;100,4536;229,8126
6/06/2018 12:00;129,0627;349,84
6/06/2018 12:15;170,7327;474,709
6/06/2018 12:30;112,292;454,0649
6/06/2018 12:45;91,67435;289,1505
6/06/2018 13:00;116,064;353,334
6/06/2018 13:15;108,7655;423,0106
6/06/2018 13:30;147,8052;485,7693
6/06/2018 13:45;207,7809;485,3379
6/06/2018 14:00;186,6905;319,2371
6/06/2018 14:15;97,3271;284,2499
6/06/2018 14:30;207,7558;284,8884
6/06/2018 14:45;207,2883;340,6101
6/06/2018 15:00;207,6916;408,9381
6/06/2018 15:15;100,9145;354,2473
6/06/2018 15:30;103,0903;483,0574
6/06/2018 15:45;55,71164;482,4079
6/06/2018 16:00;87,91386;430,2741
6/06/2018 16:15;125,6885;428,1512
6/06/2018 16:30;34,22535;154,7849
6/06/2018 16:45;42,73264;120,7529
6/06/2018 17:00;64,82949;156,7065
6/06/2018 17:15;57,6678;132,2319
6/06/2018 17:30;55,14968;143,6303
6/06/2018 17:45;46,06247;136,577
6/06/2018 18:00;48,89343;119,7185
6/06/2018 18:15;32,30992;105,7842
6/06/2018 18:30;32,58276;80,94951
6/06/2018 18:45;30,76413;68,67677
6/06/2018 19:00;16,44061;37,25471
6/06/2018 19:15;10,91582;22,6974
6/06/2018 19:30;7,340592;20,05687
6/06/2018 19:45;3,032287;8,763603
6/06/2018 20:00;0,8254887;2,771997
6/06/2018 20:15;-0,2813001;-0,07379346
6/06/2018 20:30;-0,3611455;-0,1846054
6/06/2018 20:45;-0,3650402;-0,2089076
6/06/2018 21:00;-0,3673205;-0,2103025
6/06/2018 21:15;-0,3717899;-0,209137
6/06/2018 21:30;-0,369041;-0,2117503
6/06/2018 21:45;-0,3707446;-0,1956378
6/06/2018 22:00;-0,369321;-0,2041679
6/06/2018 22:15;-0,3651891;-0,2069987
6/06/2018 22:30;-0,3673956;-0,1960883
6/06/2018 22:45;-0,3677019;-0,2113937
6/06/2018 23:00;-0,3698923;-0,2152825
6/06/2018 23:15;-0,3685257;-0,2075479
6/06/2018 23:30;-0,37185;-0,2038814
6/06/2018 23:45;-0,3686914;-0,23901
6/07/2018 0:00;-0,3717538;-0,2001509
6/07/2018 0:15;-0,371609;-0,2060238
6/07/2018 0:30;-0,3724878;-0,2105732
6/07/2018 0:45;-0,3727538;-0,1967325
6/07/2018 1:00;-0,3692107;-0,2088121
6/07/2018 1:15;-0,3649741;-0,2058757
6/07/2018 1:30;-0,3642862;-0,2116583
6/07/2018 1:45;-0,370544;-0,2025608
6/07/2018 2:00;-0,3661599;-0,2075842
6/07/2018 2:15;-0,3670295;-0,1984616
6/07/2018 2:30;-0,3684556;-0,1854407
6/07/2018 2:45;-0,3663993;-0,2049052
6/07/2018 3:00;-0,36786;-0,2022043
6/07/2018 3:15;-0,3652322;-0,1983449
6/07/2018 3:30;-0,3665223;-0,199346
6/07/2018 3:45;-0,3672253;-0,2139034
6/07/2018 4:00;-0,3670026;-0,1962539
6/07/2018 4:15;-0,3730611;-0,2075601
6/07/2018 4:30;-0,3716951;-0,2026194
6/07/2018 4:45;-0,3715545;-0,2006571
6/07/2018 5:00;-0,3641183;-0,1713407
6/07/2018 5:15;0,7092201;3,111576
6/07/2018 5:30;5,92338;15,54274
6/07/2018 5:45;10,67942;25,82269
6/07/2018 6:00;9,87135;23,44865
6/07/2018 6:15;12,60868;30,30217
6/07/2018 6:30;17,31941;42,4986
6/07/2018 6:45;24,42471;58,44016
6/07/2018 7:00;23,37738;58,94782
6/07/2018 7:15;38,97778;101,7751
6/07/2018 7:30;51,35049;122,2586
6/07/2018 7:45;70,94012;151,2115
6/07/2018 8:00;91,41688;247,4726
6/07/2018 8:15;83,57111;201,73
6/07/2018 8:30;84,59109;201,7237
6/07/2018 8:45;122,7758;271,6534
6/07/2018 9:00;139,8141;448,6802
6/07/2018 9:15;186,9319;448,058
6/07/2018 9:30;140,6588;395,2978
6/07/2018 9:45;128,2337;296,293
6/07/2018 10:00;140,015;369,25
6/07/2018 10:15;187,1666;470,0446
6/07/2018 10:30;207,5706;453,8519
6/07/2018 10:45;173,5365;474,2563
6/07/2018 11:00;185,9484;470,9099
